Name,Club,Division,Nat,Position,Home Grown Status,Preferred Foot,Inf,WR,Age,Mins,Ps C/90,Pr passes/90,Pas %,NP-xG/90,xA/90,Drb/90,Tck R,Hdr %,Tck/90,K Tck/90,Hdrs W/90,K Hdrs/90,Int/90,Blk/90,Clr/90,Pres C/90,Pres A/90,Fls,Distance,Rec,Salary,Expires,Transfer Value
Iago Indias,Castellón,Primera Federación Grupo II,ESP,"D (RC), DM",-,Right Only,,,28,"1,555",59.73,3.13,86%,0.01,0.17,1.74,75%,49%,1.74,0.12,3.01,0.06,3.82,0.81,2.95,3.24,9.32,11,135.6mi,- - -,"$2,700 p/w",6/30/25,$10K - $110K
Kévin Yao Konan,RC Abidjan,Ligue 1,CIV,D (C),-,Right,,,29,"3,693",42.77,4.44,74%,0.11,0.03,0.15,69%,76%,0.49,0.1,10.09,0.71,3.87,0.8,1.44,1.63,3.41,28,249.4mi,- - -,"$1,900 p/w",6/30/24,$18K - $180K
Amadeus Sögaard,IF Brommapojkarna,Allsvenskan,SWE,D (RLC),-,Right,Trn,,26,999,50.18,3.15,86%,0.04,0.03,0.9,70%,84%,1.44,0.09,7.3,0.45,4.05,1.26,1.44,2.97,8.38,14,88.0mi,- - -,$925 p/w,-,$0 
Axel Dierickx,Gent,Jupiler Pro League,BEL,D (C),-,Right Only,,,19,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0.4mi,- - -,$450 p/w,6/30/24,$14K - $130K
Dean Moxey,Torquay United,Vanarama National League,ENG,D (C),-,Left Only,,,38,"3,238",45.39,4.42,74%,0.03,0.05,0.03,76%,75%,0.72,0.17,10.53,0.53,3.86,0.83,1.7,1.83,3.81,38,215.0mi,- - -,$600 p/w,6/30/25,Not for Sale
Dan Sweeney,Stevenage,Sky Bet League Two,ENG,"D (C), DM, M (C)",-,Right,Wnt,,30,"3,810",47.43,3.64,79%,0.06,0.07,0.24,72%,79%,0.9,0.19,10.06,0.33,3.87,0.71,1.77,2.5,5.95,53,288.7mi,- - -,"$2,600 p/w",6/30/24,$8K - $80K
Erik Holt,Tampa Bay Rowdies,USL Championship Eastern Conference,USA,D (C),-,Right,,,27,836,49.09,4.84,76%,0.1,0.02,-,86%,80%,0.65,0.22,12.17,0.75,3.55,0.32,1.29,2.15,4.63,8,65.2mi,- - -,"$1,800 p/w",12/31/24,$170K - $1.7M
Alberto Campillo,Arosa,Tercera Federación Grupo I,ESP,D (RC),-,Right Only,Ret,,36,"3,705",14.09,0,69%,0.08,0,-,99%,-,2.09,0,-,0,-,-,0,0,0,48,0.0mi,- - -,"$1,100 p/w",6/30/23,$0 
Aristotelis Karasalidis,Panserraikos,Super League 2 Betsson Voreios Omilos,GRE,D (C),-,Right,,,33,"2,591",55.06,3.86,78%,0.06,0.04,0.14,89%,83%,0.83,0.17,12.19,0.66,4.17,0.56,1.42,1.98,3.82,18,190.1mi,- - -,"$3,700 p/w",6/30/24,$28K - $275K
Joakim Lindner,Varbergs BoIS,Allsvenskan,SWE,"D (C), DM, M (C)",-,Right,,,33,"1,170",33.46,4.54,66%,0.02,0.03,0.08,80%,78%,1.23,0.23,6.38,0.92,2.38,1.23,3.46,1.31,4.46,6,87.6mi,- - -,"$1,700 p/w",11/30/24,Not for Sale
Daniel Cervantes,Querétaro FC,Liga MX,MEX,D (C),-,Right,,,33,"3,506",73.75,3.77,88%,0.03,0.01,0.03,70%,68%,0.67,0.26,6.47,0.51,3.23,0.9,1.57,1.75,4.24,26,261.8mi,- - -,"$4,200 p/w",6/30/23,$0 
Pascal Eze,Enyimba Aba,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,Ctr,,27,83,34.7,2.17,59%,0,0,-,-,88%,-,0,16.27,0,6.51,2.17,5.42,0,3.25,0,6.6mi,- - -,$275 p/w,-,Unknown
Daniele Gasparetto,Legnago,Serie D Girone C,ITA,D (C),-,Right Only,,,36,"3,780",13.69,0,68%,0.04,0,-,100%,-,1.62,0,-,0,-,-,0,0,0,59,0.0mi,- - -,$550 p/w,6/30/24,$0 - $22K
Imanol,Calahorra,Primera Federación Grupo II,ESP,D (C),-,Right,,,23,"1,436",51.58,4.01,81%,0.01,0.01,-,86%,71%,0.38,0,8.27,0.19,3.2,0.56,2.26,1.38,3.13,13,106.2mi,- - -,$575 p/w,6/30/23,$45K - $425K
Alexander Abrahamsson,IF Brommapojkarna,Allsvenskan,SWE,D (C),-,Right,Inj,,24,"1,045",74.58,3.27,89%,0.03,0.02,-,86%,74%,0.52,0.09,7.49,0.69,2.5,0.69,2.33,1.03,2.93,4,77.7mi,- - -,"$2,400 p/w",11/30/24,$375K - $1.2M
Serafin Szota,Widzew Łódź,PKO Ekstraklasa,POL,D (RC),-,Right,,,25,"2,192",44.79,3.33,80%,0.03,0.06,0.21,77%,73%,0.82,0.16,9.07,0.33,3.82,0.49,2.18,1.44,4.35,28,161.8mi,- - -,"$1,700 p/w",6/30/25,$140K - $450K
Jon Birkfeldt,IFK Göteborg,Allsvenskan,SWE,"D (RLC), WB (L)",-,Right,,,28,"1,056",55.14,2.47,85%,0.02,0.08,0.09,83%,71%,0.85,0.17,6.73,0.26,3.58,0.26,1.45,2.39,5.37,13,83.0mi,- - -,"$1,300 p/w",11/30/25,$600K - $1.4M
Cansın Çiçek,Pazarspor,Spor Toto 2. Lig Kırmızı Grup,TUR,D (C),-,Unknown,,,31,"3,386",40.91,4.17,68%,0.07,0.01,0.03,76%,82%,0.77,0.05,11.64,0.69,3.32,0.53,1.97,1.54,4.52,36,248.4mi,- - -,$400 p/w,6/30/24,Unknown
Charles Okafor,Niger Tornadoes,Nigeria Professional Football League Group B,NGA,D (C),-,Unknown,,,25,"1,297",39.14,3.54,77%,0.08,0.03,0.69,67%,68%,0.97,0.07,8.12,0.42,2.71,0.35,1.32,2.36,5.55,22,92.4mi,- - -,$275 p/w,9/1/24,Unknown
Matthéo Xantippe,Amiens,Ligue 2 BKT,FRA,"D (LC), WB (L)",Trained in nation (15-21),Left Only,Inj,,22,"1,486",52.51,4.06,86%,0.02,0.01,0.42,83%,58%,0.91,0.18,4.91,0.42,3.82,0.91,1.94,2.06,5.81,5,121.2mi,- - -,"$4,100 p/w",6/30/26,$1.6M - $3.6M
Tomás Asta-Buruaga,Unión La Calera,Campeonato AFP PlanVital,CHI,D (C),-,Right,,,27,872,31.69,5.57,56%,0.03,0.04,0.1,90%,65%,0.93,0.31,10.22,0.21,5.68,0.62,2.79,1.55,4.33,15,69.1mi,- - -,"$1,200 p/w",12/31/23,$100K - $325K
Matías Sánchez,Atlético Tucumán,Liga Profesional de Fútbol,ARG,D (LC),-,Left,Ask,,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$180 p/w,12/31/23,$50K - $500K
Ville Tikkanen,SJK,Veikkausliiga,FIN,"D (RC), WB (R), DM",-,Right,,,24,"1,329",65.76,5.28,85%,0.16,0.03,0.27,75%,77%,1.42,0.2,9.28,0.47,4.94,0.47,1.42,2.3,4.88,19,111.0mi,- - -,$550 p/w,11/15/23,$35K - $325K
Agustín Bravo,Atlético de Rafaela,Liga Profesional de Fútbol,ARG,D (C),-,Right Only,,,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$2,200 p/w",12/31/25,$200K - $2M
Keveen Torres,Ocotal,Primera Division Nicaraguense,NCA,"D (C), DM",-,Unknown,,,26,"3,792",44.88,4.3,76%,0.08,0.04,0.12,84%,65%,0.97,0.19,9.75,0.52,3.42,0.43,1.9,1.66,3.39,33,256.9mi,- - -,$600 p/w,6/30/24,Unknown
Eneo Bitri,Baník Ostrava,Fortuna liga,ALB,D (C),-,Unknown,,,27,158,45,5.7,71%,0.12,0,-,100%,63%,0.57,0,8.54,0.57,3.99,1.14,3.42,1.14,5.7,0,11.3mi,- - -,$325 p/w,6/30/23,Unknown
Santiago Arce,Always Ready,División de Fútbol Profesional,BOL,"D (C), DM",-,Unknown,,,24,150,43.2,3,92%,0.07,0.58,0.6,100%,64%,4.8,0,5.4,0,-,-,0,6,16.8,3,13.0mi,- - -,$500 p/w,12/31/23,Unknown
Souleymane Coulibaly,ASEC Mimosas,Ligue 1,CIV,D (C),-,Right,Wnt,,22,"3,811",48.34,3.28,82%,0.04,0.04,0.09,92%,67%,1.11,0.31,5.69,0.52,2.6,0.57,1.63,1.61,4.13,25,262.7mi,- - -,N/A,6/30/23,$28K - $275K
Onyebuchi Ifeanyi,Plateau Utd,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,,,24,"1,633",40.34,5.18,71%,0.05,0.01,0.06,94%,61%,0.83,0.17,8.1,0.33,3.69,0.33,1.98,1.71,3.47,13,104.3mi,- - -,$170 p/w,6/30/23,Unknown
Nemanja Ljubisavljević,FK Vojvodina,Mozzart Bet SuperLiga,SRB,D (C),-,Unknown,,,27,970,48.34,5.01,75%,0.06,0.08,0.19,93%,81%,1.3,0.28,8.63,0.84,1.86,0.46,1.95,1.21,3.53,14,75.3mi,- - -,$500 p/w,6/30/24,Unknown
Denis Tonucci,Vis Pesaro,Serie C Girone B,ITA,D (C),-,Right,,,35,"2,720",43.51,4.04,70%,0.03,0.02,0.13,86%,77%,0.83,0.33,10.79,0.36,2.98,0.56,1.79,1.49,3.87,27,189.8mi,- - -,$900 p/w,6/30/25,Not for Sale
Kim Oh-Kyu,Jeju United,Hana 1Q K League 1,KOR,D (RC),-,Unknown,,,34,"1,375",47.65,5.96,73%,0.01,0.03,0.13,63%,73%,1.11,0.33,9.56,0.59,2.88,0.72,1.64,1.96,5.56,17,107.2mi,- - -,"$2,500 p/w",12/31/23,Unknown
Sandesh Jhingan,Bengaluru,Hero Indian Super League,IND,D (C),-,Unknown,Int,,30,"3,670",37.28,4.61,69%,0.09,0.04,0.76,73%,81%,0.98,0.07,8.29,0.39,4.9,0.56,1.74,2.06,5.15,45,292.8mi,- - -,"$1,600 p/w",6/30/25,Unknown
İbrahim Has,Sakaryaspor,TFF 1. Lig,TUR,D (C),-,Unknown,Ask,,27,437,42.84,5.56,71%,0.03,0.05,0.41,80%,72%,0.82,0.21,11.12,0.82,3.5,0.82,1.24,2.27,3.91,2,31.1mi,- - -,$140 p/w,6/30/23,Unknown
Kim Ju-Sung,FC Seoul,Hana 1Q K League 1,KOR,D (C),-,Unknown,,,23,"1,485",88.12,6.61,92%,0.04,0,-,93%,75%,0.79,0.06,6.67,0.24,3.58,0.61,0.61,1.52,3.45,6,107.9mi,- - -,$700 p/w,12/31/23,Unknown
Mogamat Baderoen,Cape Town City,DSTV Premiership,RSA,D (C),-,Unknown,,,23,"2,355",56.03,3.97,87%,0.06,0.1,0.11,90%,71%,1.07,0.27,7.38,0.69,3.94,0.76,2.06,1.76,4.59,23,177.8mi,- - -,"$1,500 p/w",6/30/23,Unknown
Jan Carlos Vargas,Tauro,Liga Panameña de Fútbol,PAN,D (C),-,Unknown,,,29,"4,174",49.77,3.28,80%,0.11,0.05,0.22,83%,69%,1.06,0.43,6.77,0.37,3.36,0.71,1.57,1.7,4.01,31,305.4mi,- - -,$200 p/w,6/30/23,Unknown
Carlos Robles,Atlas Guadalajara,Liga MX,MEX,D (C),-,Right,Ask,,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$600 p/w,12/31/25,$55K - $550K
Eitan Ratzon,Hapoel Be'er Sheva,Ligat Tel Aviv Stock Exchange,ISR,D (C),-,Unknown,,,26,140,40.5,0.64,76%,0.08,0,0.64,-,92%,-,0,7.07,0,3.86,1.29,1.29,3.21,12.21,0,11.6mi,- - -,"$3,000 p/w",5/31/24,Unknown
Aden Baldwin,Notts County,Vanarama National League,ENG,D (C),-,Right,,,26,"3,153",52.01,4.77,75%,0.08,0.09,0.11,71%,72%,0.57,0.26,10.99,0.43,3.37,0.86,1.94,1.8,3.68,27,230.1mi,- - -,"$1,200 p/w",6/30/25,$20K - $210K
Facundo Costantini,Botafogo-SP,Brasileirão Serie B Chevrolet,BRA,"D (C), DM",-,Right Only,,,24,828,46.09,5.33,73%,0.09,0,-,89%,66%,0.87,0.33,10.22,0.43,4.13,0.87,2.5,1.52,3.15,6,61.5mi,- - -,$875 p/w,12/31/25,$0 - $4K
Rahmi Kaya,Altınordu,TFF 1. Lig,TUR,D (C),-,Unknown,Ask,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$140 p/w,6/30/23,Unknown
James Wilson,Plymouth,Sky Bet League One,WAL,D (RC),-,Right,,,35,"1,914",53.32,4.14,81%,0.07,0.05,0.19,63%,78%,0.56,0.24,7.52,0.52,3.67,0.47,1.08,1.41,3.86,12,151.9mi,- - -,"$4,000 p/w",6/30/23,$0 
Marc Vales,Real Unión,Primera Federación Grupo II,AND,"D (C), DM",-,Right,,,34,"2,435",43.8,4.07,71%,0.02,0.03,0.07,70%,80%,0.85,0.33,11.16,0.55,2.62,0.81,1.63,1.89,4.88,21,181.9mi,- - -,$725 p/w,6/30/23,$0 
Nikola Đorić,Šibenik,SuperSport Hrvatska nogometna liga,SRB,D (C),-,Unknown,,,24,"1,044",44.57,4.31,74%,0.02,0,0.6,73%,76%,0.95,0.26,9.05,0.69,3.62,0.78,1.55,1.98,6.9,18,84.3mi,- - -,"$2,000 p/w",6/30/23,Unknown
Henry Pernía,Portuguesa F.C. (VEN),Liga FUTVE,VEN,D (C),-,Unknown,Inj,,33,983,46.6,3.66,79%,0.03,0.14,-,81%,81%,1.19,0.09,7.14,0.82,2.2,0.37,2.01,1.92,3.75,12,70.2mi,- - -,$575 p/w,12/31/23,Unknown
Juan Aguayo,Deportivo Guadalajara,Liga MX,MEX,D (C),-,Right,Ask,,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$250 p/w,6/30/23,$0 
Felipe Sánchez,Gimnasia y Esgrima (LP),Liga Profesional de Fútbol,ARG,D (C),-,Unknown,Yth,,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$30 p/w,12/31/23,Unknown
Lee Grace,Shamrock Rovers,SSE Airtricity League,IRL,D (C),-,Unknown,,,31,"1,305",61.66,4.34,88%,0.03,0.03,0.9,90%,77%,1.24,0.14,7.45,0.28,3.59,0.41,1.93,1.52,3.45,5,103.6mi,- - -,$875 p/w,12/31/24,Not for Sale
Julián Anaya,Boca Juniors de Cali,Torneo BetPlay Dimayor,COL,D (C),-,Right,,,24,722,50.73,4.74,78%,0.05,0.06,0.37,75%,88%,1.12,0.62,12.59,0.5,4.11,0.5,2.49,1.87,4.11,10,51.1mi,- - -,"$2,800 p/w",12/31/23,$80K - $275K
Hüseyin Güngör,Batman Petrol Spor,Spor Toto 2. Lig Beyaz Grup,TUR,D (C),-,Unknown,,,33,"1,414",42.45,5.03,68%,0.38,0.02,0.13,80%,65%,0.76,0.38,10.25,0.51,4.52,0.76,1.65,1.72,3.63,11,105.3mi,- - -,$375 p/w,6/30/24,Unknown
Vusi Sibiya,Stellenbosch FC,DSTV Premiership,RSA,D (C),-,Unknown,,,27,"2,087",37.52,4.05,72%,0.01,0.06,0.6,73%,74%,1.03,0.34,7.55,0.6,4.31,1.03,1.68,2.2,5.69,21,170.4mi,- - -,"$3,400 p/w",6/30/23,Unknown
Khaled Adénon,Doxa Katokopias,Cyta Championship,BEN,D (C),-,Right Only,,,38,"3,553",42.45,4.05,70%,0.04,0.05,0.08,76%,81%,0.56,0.28,9.55,0.48,4.15,0.76,1.32,1.49,3.32,45,224.1mi,- - -,$875 p/w,6/30/25,$14K - $45K
Roger Carvalho,Tombense,Brasileirão Série C,BRA,D (C),-,Right,Inj,,37,"1,142",64.86,4.18,94%,0.07,0.02,0.24,100%,78%,0.79,0,7.96,0.79,3.63,0.47,1.1,1.81,4.18,15,87.3mi,- - -,"$1,000 p/w",12/31/23,$0 - $40K
Antón Quindimil,Bergantiños,Segunda Federación Grupo I,ESP,D (C),-,Right,Ask,,25,"2,896",45.12,4.66,70%,0.05,0.03,0.09,89%,72%,0.75,0.16,10.35,0.59,3.92,0.5,1.27,1.8,3.79,29,213.5mi,- - -,$300 p/w,6/30/23,$2.5K - $9K
Jason Sánchez,Motagua,Liga Salva-Vida,HON,"D (C), DM",-,Unknown,,,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$120 p/w,6/30/24,Unknown
José Tomino,Nueva Chicago,Primera Nacional,ARG,D (C),-,Left Only,,,25,937,47.16,4.61,76%,0.01,0.03,0.38,95%,65%,1.73,0.38,4.9,0.48,2.02,0.67,1.06,2.4,5.19,9,71.1mi,- - -,$625 p/w,12/31/24,$95K - $950K
Aarón Salazar,Herediano,Liga Promérica,CRC,D (C),-,Unknown,,,25,"4,360",49.15,3.59,79%,0.02,0.07,0.06,65%,65%,0.68,0.12,6.13,0.41,3.65,0.7,1.16,1.55,4,50,318.8mi,- - -,N/A,6/30/25,Unknown
Dani Hatakka,FH Hafnarfjörður,Pepsi-deildin,FIN,D (RC),-,Right,,,30,783,48.39,3.33,72%,0.1,0.07,-,80%,76%,0.92,0.11,13.1,0.46,5.29,0.11,1.61,1.61,3.79,11,61.5mi,- - -,"$2,300 p/w",10/31/24,$26K - $250K
Ramkel James,Ethiopian Coffee,Ethiopian Premier Division,ETH,D (C),-,Unknown,,,25,"3,250",39.99,4.43,68%,0.12,0.03,0.06,100%,68%,1.05,0.25,9.86,0.5,3.57,0.5,1.86,1.86,3.35,30,221.1mi,- - -,$325 p/w,6/30/24,Unknown
Simeon Petrov,CSKA 1948,efbet League,BUL,D (C),Trained in nation (15-21),Unknown,,,24,147,22.04,3.06,52%,0,0,-,50%,60%,0.61,0,7.35,0,3.67,-,0.61,0.61,1.22,0,10.9mi,- - -,$450 p/w,6/30/23,Unknown
Mikael Dyrestam,Al-Adalah,Roshn Saudi League,GUI,D (C),-,Unknown,Inj,,32,"3,340",45.75,4.42,71%,0.08,0.04,0.05,75%,81%,0.49,0.16,12.56,0.32,3.91,0.81,1.89,1.4,3.66,15,243.3mi,- - -,"$3,400 p/w",6/30/25,Unknown
Antonijs Černomordijs,,-,LVA,D (C),-,Unknown,FrA,,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,-,-,$0 
Facundo Moreira,Cantolao,Liga 1 Movistar,URU,"D (C), DM, M (C)",-,Right,,,35,311,43.7,1.16,77%,0,0,-,100%,63%,0.87,0.29,4.34,0.87,2.32,1.16,2.03,2.03,7.81,4,24.5mi,- - -,"$1,600 p/w",1/31/25,$0 - $24K
Will Greenidge,Colchester,Sky Bet League Two,ENG,"D (RC), WB (R)",-,Right,,,22,"3,782",42.6,4.43,68%,0.07,0.02,0.38,90%,67%,0.88,0.31,9.99,0.45,4.14,0.67,1.9,1.55,3.83,18,280.2mi,- - -,"$1,200 p/w",6/30/24,$12K - $130K
Tino Agić,Gorica,PrvaLiga Telemach,CRO,D (C),-,Unknown,,,22,"3,098",59.26,4.65,82%,0.04,0.02,0.03,84%,80%,1.07,0.2,10.84,0.61,3.81,0.55,2.09,1.42,3.6,22,228.5mi,- - -,$400 p/w,6/30/25,Unknown
Bonfim,Operário Ferroviário,Brasileirão Serie B Chevrolet,BRA,D (C),-,Right,,,32,260,69.58,9.69,85%,0.05,0.01,-,50%,56%,0.69,0.69,6.23,0,4.85,1.73,1.38,2.08,4.15,4,19.5mi,- - -,"$1,700 p/w",12/31/23,$24K - $230K
Scott Wootton,Wellington Phoenix,Isuzu UTE A-League,ENG,D (C),-,Unknown,,,32,256,37.97,3.16,77%,0.04,0.05,1.41,75%,63%,1.05,0,8.44,0,3.52,0.7,0.7,3.87,7.73,3,20.8mi,- - -,"$1,000 p/w",7/31/24,Unknown
Ramiro Soperez,Colón,Liga Profesional de Fútbol,ARG,D (C),-,Unknown,,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,"$1,100 p/w",12/31/24,Unknown
Kyle McFadzean,Coventry,Sky Bet Championship,ENG,D (C),-,Right,Opt,,37,"1,472",53.38,3.97,83%,0.01,0.08,0.06,58%,72%,0.86,0.31,7.4,0.55,3.61,0.61,1.47,1.96,5.2,23,107.5mi,- - -,"$4,600 p/w",6/30/23,$0 
Alan Riquelme,Palestino,Campeonato AFP PlanVital,CHI,D (C),-,Unknown,,,20,820,46.98,5.16,71%,0,0.04,-,100%,48%,0.55,0.22,4.5,0,3.84,0.99,1.98,1.54,5.05,0,61.5mi,- - -,$140 p/w,12/31/24,Unknown
Luan Freitas,Fluminense,Brasileirão Assaí Série A,BRA,D (C),-,Right Only,Ask,,23,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$675 p/w,12/31/23,$3.5K - $35K
Aleksandar Vasiljević,Al-Wasl,ADNOC Pro League,SRB,D (C),-,Unknown,Loa,,22,"1,305",51.31,4.62,81%,0.01,0.01,0.28,80%,74%,1.1,0.21,7.24,0.69,3.59,0.14,1.17,1.93,4.62,17,94.6mi,- - -,"$8,000 p/w",6/30/26,Unknown
Adam Chrzanowski,Wisła Płock,PKO Ekstraklasa,POL,"D (LC), WB (L)",-,Left,,,25,"2,736",44.31,3.68,73%,0.03,0.02,0.07,85%,71%,0.92,0.26,7.57,0.82,3.12,0.95,1.68,1.55,3.95,23,203.1mi,- - -,"$1,200 p/w",6/30/24,$35K - $350K
Aaron Donnelly,Port Vale,Sky Bet League One,NIR,"D (LC), DM",-,Left,,,20,"1,255",48.41,4.16,76%,0.03,0.03,0.14,68%,69%,1.22,0.36,6.6,0.43,2.87,0.65,1.51,2.58,7.03,8,106.3mi,- - -,"$1,200 p/w",6/30/24,$140K - $450K
Darko Puškarić,Čukarički Stankom,Mozzart Bet SuperLiga,SRB,D (RC),-,Unknown,Trn,,38,"1,516",47.91,4.33,84%,0.02,0.09,0.3,96%,59%,1.31,0.24,4.04,0.18,3.32,0.59,1.48,2.08,6.41,22,110.7mi,- - -,"$1,000 p/w",6/30/23,Unknown
Ervin Zukanovic,Asteras Tripolis,Stoiximan Super League,BIH,D (C),-,Left Only,,,37,"2,843",57.93,4.46,87%,0.06,0.04,0.03,91%,73%,0.63,0.32,7.09,0.57,2.06,0.57,1.42,1.39,3.74,24,202.3mi,- - -,"$1,700 p/w",6/30/23,$0 - $1.5K
Braian Camisassa,Atlanta,Primera Nacional,ARG,"D (LC), DM, M (C)",-,Right,,,26,252,49.64,3.57,89%,0.15,0,0.71,100%,58%,1.07,0,3.93,0.36,3.57,1.07,2.5,1.79,6.79,0,19.1mi,- - -,"$2,300 p/w",12/31/23,$65K - $650K
Gastón Arturia,Estudiantes (RC),Primera Nacional,ARG,D (C),-,Right,,,24,900,50,3.5,83%,0.02,0.02,0.2,93%,66%,1.3,0.4,7.1,0.7,3.3,0.4,1.1,1.5,3.6,11,65.3mi,- - -,"$1,500 p/w",12/31/25,$70K - $700K
Tom Erik Nordberg,Vuku,Norwegian Fourth Division Trøndelag 1,NOR,D (C),-,Left Only,Ama,,38,810,14.33,0,72%,0.02,0,-,100%,-,1.56,0,-,0,-,-,0,0,0,14,0.0mi,- - -,N/A,-,$0 
Luka Gadrani,Aktobe,Priemjer Ligasy,GEO,D (C),-,Unknown,,,27,497,45.27,4.89,75%,0.04,0.05,-,78%,70%,1.27,0.18,5.79,0.18,3.26,0.72,0.91,2.72,6.88,6,37.9mi,- - -,"$6,000 p/w",12/31/24,Unknown
Bismark Montiel,Walter Ferreti,Primera Division Nicaraguense,NCA,"D (C), DM",-,Unknown,,,29,"2,430",13.89,0,69%,0.07,0,-,92%,-,1.81,0,-,0,-,-,0,0,0,22,0.0mi,- - -,$550 p/w,6/30/23,Unknown
Richard Jensen,Górnik Zabrze,PKO Ekstraklasa,FIN,"D (LC), DM",-,Left,,,28,"3,086",53.52,4.7,84%,0.01,0.01,0.15,82%,57%,0.82,0.23,4.43,0.12,3.38,0.52,1.34,1.37,4.17,16,234.9mi,- - -,"$1,800 p/w",6/30/26,$10K - $100K
Jamal Harkass,Raja Casablanca,Botola Pro 1,MAR,D (RC),-,Right,,,28,"2,146",49.11,3.69,83%,0.08,0.04,0.29,86%,78%,1.34,0.42,6.84,0.63,2.81,0.46,1.38,2.01,5.7,14,162.6mi,- - -,$950 p/w,6/30/25,$14K - $130K
Abdulaziz Belraysh,Al-Shat,Libyan First Division,LBY,D (RC),-,Unknown,,,33,"1,757",15.21,0,71%,0.02,0.06,-,98%,-,2.05,0,-,0,-,-,0,0,0,23,0.0mi,- - -,$625 p/w,6/30/23,Unknown
Rodrigo Delvalle,Cerro Porteño,Copa de Primera TIGO-Visión Banco,PAR,D (C),-,Left,,,23,57,-,-,63%,-,-,-,-,11%,-,-,-,-,-,-,-,-,-,1,4.7mi,- - -,$925 p/w,12/31/25,$425K - $1.4M
Aitor Arregui,UD Logroñés,Primera Federación Grupo II,ESP,D (C),-,Right Only,,,34,"2,966",74.65,6.37,89%,0.03,0.02,0.03,87%,84%,0.82,0.24,9.62,0.76,3.88,0.79,1.97,1.67,3.58,14,226.7mi,- - -,"$6,750 p/w",6/30/24,$3K - $30K
Panagiotis Liagas,Levadeiakos,Stoiximan Super League,GRE,"D (C), DM",-,Right,,,24,"2,068",36.12,2.96,64%,0.04,0.02,0.09,68%,86%,0.65,0.04,11.58,0.96,3.66,0.44,1.78,1.91,4.31,16,151.4mi,- - -,$625 p/w,6/30/24,$80K - $250K
Ha Chang-Rae,Pohang Steelers,Hana 1Q K League 1,KOR,D (C),-,Unknown,,,29,"1,317",32.8,5.13,54%,0.02,0.02,-,92%,73%,0.82,0.07,12.71,0.82,3.9,0.55,1.37,1.16,2.87,16,98.4mi,- - -,"$5,750 p/w",12/31/25,Unknown
Noah Ojuola,Remo Stars,Nigeria Professional Football League Group A,NGA,D (C),-,Unknown,,,31,"2,924",50.36,4.46,77%,0.06,0.02,0.06,72%,77%,0.71,0.22,11.48,0.55,4.03,0.49,2.03,2.03,4.09,35,217.1mi,- - -,$250 p/w,6/30/25,Not for Sale
Hong Jeong-Un,Daegu FC,Hana 1Q K League 1,KOR,D (C),-,Unknown,,,29,"1,503",44.55,6.05,64%,0,0.02,-,71%,70%,0.6,0.24,12.99,0.48,2.75,0.9,1.56,2.1,4.67,22,109.7mi,- - -,"$1,300 p/w",12/31/23,Unknown
Enoch Mastoras,AZ,Eredivisie,NED,"D (RC), DM",-,Unknown,,,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- - -,$875 p/w,6/30/25,Unknown
Henri Aalto,FC Honka,Veikkausliiga,FIN,"D (RC), DM",-,Right,,,35,339,87.61,5.84,80%,0,0.11,1.33,100%,83%,0.53,0,9.03,0.27,2.92,1.33,1.86,0.8,3.98,2,27.6mi,- - -,$575 p/w,11/30/24,$14K - $45K
Antonis Aidonis,Stuttgart II,Regionalliga Südwest,GRE,D (RC),-,Right,Ask,,23,"3,060",37.79,3.71,75%,0.11,0.12,1.29,87%,79%,1.56,0.15,7.41,0.56,4.97,0.59,1.85,2.59,5.74,36,245.1mi,- - -,"$1,500 p/w",6/30/23,$180K - $550K
Mohamed Samir,ZED,Egyptian Second Division - Group 2,EGY,D (C),-,Unknown,,,36,"3,726",14.44,0,71%,0.04,0,-,99%,-,1.93,0,-,0,-,-,0,0,0,66,0.0mi,- - -,$850 p/w,6/30/23,Unknown
Sixto Mina,Deportivo Cuenca,LigaPro Banco Pichincha,ECU,D (C),-,Left,,,24,"1,298",50.76,2.7,84%,0.05,0.04,0.14,82%,77%,0.62,0.21,7.07,0.35,3.67,1.04,1.25,1.25,3.74,11,93.1mi,- - -,$750 p/w,12/31/24,$14K - $130K
